True,Plant Name,Title,Description
530,Raven ZZ,WATER,Wateronly when the soil volume is completely dry. Water until liquid flows through the drainage hole at the bottom of the pot and discard any water that accumulates in the saucer.
531,Rhaphidophora,ADDITIONAL CARE,"Regularly remove any dead
leaves from the plant to encourage
healthy new growth. Cut leaves
close to the stem with clean,
sharp shears. Wash the leaves
frequently to prevent dust from
clogging the pores."
532,Rhaphidophora,FOOD,Feed once a month during the spring and summer with a liquid fertilizer for indoor plants.
533,Rhaphidophora,HUMIDITY,"Basic household humidity is fine for your Rhaphidophora, but higher humidity encourages larger leaves. Your plant will benefit from the occasional misting."
534,Rhaphidophora,LIGHT,"Your Rhaphidophora prefers bright, indirect light. It can survive in medium light conditions but may stop growing or produce smaller leaves. Do not put it in full, direct sunlight—the sun will burn the foliage."
535,Rhaphidophora,TEMPERATURE,"Your Rhaphidophora will grow best in temperatures between 70-80 degrees. Keep it away from drafts, especially during the winter months."
536,Rhaphidophora,TOXICITY,"Rhaphidophora leaves are toxic to pets and humans. Typically, ingestion will result in swelling of the lips and tongue, and stomach irritation with possible vomiting."
537,Rhaphidophora,WATER,"Water your Rhaphidophora when
the top 50-75% of the soil is dry.
Water until liquid flows through the
drainage hole at the bottom of the
pot and discard any water that has
accumulated in the saucer."
538,Rose,ADDITIONAL CARE,"Bring your plant indoors once night temperatures dip below 35°F. Keep the plant in a bright spot, water sparingly, and do not fertilize. Your Rose will not grow quickly, if at all, over the winter. Begin fertilizing it again in the early spring and move it outdoors once temperatures stay above 45°F. If you live in USDA Zone 5 or above, you can plant your Rose in the ground. It will survive the winter and come back to life every spring for years to come!"
539,Rose,FOOD,"Feed every two weeks in the spring and summer with a balanced water-soluble fertilizer. For maximum flowering, use a bloom-boosting fertilizer that is high in phosphorus."
540,Rose,HUMIDITY,Average outdoor humidity is fine for most area of the US.
541,Rose,LIGHT,"Place your Rose in a full sun location that receives 6 or more hours of direct sunlight per day. Roses can tolerate partial sun exposure, but flowering will be reduced. The plant will not produce flowers in a fully shaded location."
542,Rose,TEMPERATURE,Keep indoors in a bright spot until outdoor temperatures remain above 45°F. Foliage can be damaged in below-freezing temperatures.
543,Rose,TOXICITY,"Your Rose is considered non-toxic and pet-friendly, but watch out for the sharp thorns."
544,Rose,WATER,Water when the 50% of the soil volume is dry. Water until liquid flows through the drainage hole at the bottom of the pot. Do not use a saucer outdoors or allow the plant to sit in standing water.
545,Samurai Sansevieria,ADDITIONAL CARE,"Your Sansevieria is an easy, hardy plant and doesn’t require any additional care."
546,Samurai Sansevieria,FOOD,"Feed once every six months with a
liquid fertilizer for indoor plants."
547,Samurai Sansevieria,HUMIDITY,"Your Sansevieria prefers a dry
environment. No need to mist."
548,Samurai Sansevieria,LIGHT,"Your Sansevieria is adaptable. It
prefers medium to bright indirect
light, but can also tolerate lower
light as well as direct sun."
549,Samurai Sansevieria,TEMPERATURE,"Your Sansevieria will thrive in temperatures of 55-85 degrees. However, they prefer temperatures on the warmer end of that spectrum."
550,Samurai Sansevieria,TOXICITY,"Your Sansevieria is mildly toxic to pets and humans. Typically, ingestion will cause mouth and stomach irritation and possible vomiting."
551,Samurai Sansevieria,WATER,"Water your Sansevieria only when
the soil is completely dry. Water
until liquid flows through the
drainage hole at the bottom of the
pot and discard any water that has
accumulated in the saucer."
552,Schefflera Amate,ADDITIONAL CARE,"If you want to keep your Schefflera small in size or a specific shape, feel free to prune it at any time with sharp, clean shears. Be sure not to trim more than 30% of the plant, as any more may shock your Schefflera. Wipe the foliage down every so often to remove dust accumulation on the leaves and discourage pests."
553,Schefflera Amate,FOOD,Feed once every month during the spring and summer with a well-balanced fertilizer for indoor plants.
554,Schefflera Amate,HUMIDITY,"Your plant does fine in average household humidity, but won’t mind added humidity."
555,Schefflera Amate,LIGHT,Your Schefflera prefers bright indirect light but can tolerate medium and low light. Too much direct sunlight can burn the foliage.
556,Schefflera Amate,TEMPERATURE,Your Schefflera Amate prefers temperatures between 60-80°F.
557,Schefflera Amate,TOXICITY,Schefflera are toxic to humans and pets if ingested.
558,Schefflera Amate,WATER,Water when 50-75% of the soil volume is dry. Water thoroughly until you see it flow out of the drainage hole. Discard any excess water in the saucer to avoid root rot.
559,Sensitive Plant,ADDITIONAL CARE,Prune your plant regularly to keep it full and prevent it from becoming leggy. You can prune your plant any time of the year.
560,Sensitive Plant,FOOD,Growth of the Sensitive Plant can be enhanced with a high-potassium liquid fertilizer diluted to about half strength with water. Fertilize once a month during the growing season of spring and summer.
561,Sensitive Plant,HUMIDITY,Sensitive Plants require high humidity to look their best. They will thrive in steamy bathrooms. You can also mist your plant often or add a humidifier nearby.
562,Sensitive Plant,LIGHT,"Your sensitive plant does best in bright, direct sunlight. Give it as much light as possible, preferably from a south or west window."
563,Sensitive Plant,TEMPERATURE,The sensitive plant prefers an average room temperature between 65-75°F.
564,Sensitive Plant,TOXICITY,The Sensitive Plant is considered toxic to both humans and animals when ingested.
565,Sensitive Plant,WATER,Water your sensitive plant when 50% of the soil volume is dry. Water until liquid flows through the drainage hole at the bottom of the pot and discard any water that has accumulated in the saucer.
566,Silver Satin Pothos,ADDITIONAL CARE,"Trim out any dead, discolored, damaged, or diseased leaves and stems as they occur with clean, sharp scissors. Snip stems just above a leaf node; new growth will emerge from this cut and trimming close to the node will also prevent an ugly stub at the site. Use sharp pruning shears to avoid tearing the stems."
567,Silver Satin Pothos,FOOD,Feed monthly in the spring through fall with a general-purpose indoor plant fertilizer.
568,Silver Satin Pothos,HUMIDITY,"Your Silver Satin Pothos does well in average household humidity. However, if the air is very dry it will appreciate the occasional misting."
569,Silver Satin Pothos,LIGHT,"Keep your Silver Satin Pothos in indirect bright light. Too little light will cause the silver color to fade, but too much light will burn the leaves."
570,Silver Satin Pothos,TEMPERATURE,Silver Satin Pothos prefer average to warm temperatures of 65-85°F. Avoid cold drafty areas and open vents.
571,Silver Satin Pothos,TOXICITY,The SIlver Satin Pothos is toxic to humans and pets if ingested.
572,Silver Satin Pothos,WATER,These plants like to be mostly dry between waterings due to their thick leaves. Water when 75% of the soil volume is dry. Always water through and discard any excess water in the saucer to discourage root rot.
573,Spider Plant,ADDITIONAL CARE,"Mature spider plants will produce “spiderettes,” or “pups.” These are new plant offshoots from the mother plant that you can trim off and nurture to produce an entirely new plant. To propagate, cut off the small plant from the mother, and place the bottom end in a glass of water. You should see roots develop in 2–4 weeks. After roots develop, plant the pup in soil and water regularly. If your Spider Plant is in need of a trim, clean up your plant using clean, sharpPlant Snips."
574,Spider Plant,FOOD,Feed once every month during the spring and summer with an all-purpose fertilizer for indoor plants such as ourAll Purpose Fertilizer (20-20-20).
575,Spider Plant,HUMIDITY,"Your Spider Plant will do well in normal household humidity but will thrive with a bit more humidity. Brown leaf tips may indicate the air is too dry, so mist your Spider Plant regularly using aMister."
576,Spider Plant,LIGHT,"Your spider plant can be placed in low to indirect bright light. The more light the plant receives, the bolder the stripes will be. Watch out for too much direct light and it can scorch the leaves. If you don’t have an ideal location for your Spider Plant, use aGrow Light."
577,Spider Plant,TEMPERATURE,Your plant prefers temperatures between 60–80° F.
578,Spider Plant,TOXICITY,"The Spider Plant is non-toxic and safe for humans, dogs, and cats."
579,Spider Plant,WATER,Wateryour spider plant when 50-75% of the soil volume is dry. Dry crispy tips often point to underwatering while dark brown tips point to overwatering. Water thoroughly and discard of any excess water in the saucer.
580,Stromanthe Peacock,ADDITIONAL CARE,"Turn your plant every week, as it will reach for the light. Adding humidity is key in keeping this plant healthy, thriving and full of splendid colors! Mist often or use a pebble tray."
581,Stromanthe Peacock,FOOD,Feed once a month during the spring and summer with a liquid fertilizer for indoor plants.
582,Stromanthe Peacock,HUMIDITY,"Your Stromathe Peacock loves a humid environment, so feel free to mist every day. Use a pebble tray or a humidifier during the winter months when the air tends to be drier. The leaves will turn brown and crispy when the air is too dry."
583,Stromanthe Peacock,LIGHT,"Place your Stromanthe Peacock in a warm, well-lit spot. The more bright indirect light the plant receives, the more variegation you will see on the leaves. Never expose it to direct sunlight–it will scorch the leaves."
584,Stromanthe Peacock,TEMPERATURE,Your Stromanthe Peacock prefers temperatures between 65-80 degrees during the day and no cooler than 60 degrees at night. Avoid placing your plants near heating and air conditioning vents and fans.
585,Stromanthe Peacock,TOXICITY,The Stromanthe Peacock is non-toxic to humans and pets.
586,Stromanthe Peacock,WATER,"Water your Stromanthe when the top 25% of soil is dry. Water until liquid flows through the drainage
hole at the bottom of the pot and discard any water that has accumulated in the saucer."
587,Yucca Cane,ADDITIONAL CARE,"You may see “pups” popping up off the side of the mother cane at the soil level. These can provide you with more Yucca plants. If you wish to plant the mature pups, only do so in the Fall–this does the least amount of damage to the original plant. Remove the mature dark green pup (pale and whitish pups need more time on the mother cane) with a clean, sharp cut between the parent plant and the pup. Make sure to take some of the parent roots where the pup is attached, along with the pup.  This root piece from the parent will form the new root system for the pup once it is placed in fresh potting soil. Water thoroughly and apply a diluted application of fertilizer."
588,Yucca Cane,FOOD,Feed once every month during the spring and summer with a liquid fertilizer for indoor plants.
589,Yucca Cane,HUMIDITY,"Your Yucca Cane does not require any extra humidity, but will appreciate an occasional misting."
590,Yucca Cane,LIGHT,Your Yucca prefers bright indirect light indirect to bright light. Too little light will cause growth to slow.
591,Yucca Cane,TEMPERATURE,Your Yucca Cane prefers temperatures between 65°-85° F.
592,Yucca Cane,TOXICITY,Yucca Plants are mildly toxic to pets and humans if ingested.
593,Yucca Cane,WATER,"Water your Yucca when 75-100% of the soil volume is dry. Water until liquid flows through the
drainage hole at the bottom of the pot and discard any water that has accumulated in the saucer."
594,Zebra Plant,ADDITIONAL CARE,"Though the zebra plant is considered non-toxic, the sap can irritate sensitive skin, so we recommend wearing gloves when handling this plant.
Under the right conditions, your zebra plant may produce multiple flower spikes. The showy, bright yellow flowers are actually called bracts, a type of modified leaf structure, and can remain on the plant for up to 6 weeks. When the bracts start to brown, just cut the stem down as close to the base of the plant as possible. Your plant will go into a resting period after flowering, during which it will use less water. You should also pause fertilizing during this resting period until you see new leaf growth."
595,Zebra Plant,FOOD,"For best results, use a liquid houseplant fertilizer diluted to half the recommended strength once every 1-2 weeks during the spring and summer. Never apply fertilizer to dry soil; always make sure the soil is damp before feeding your plant."
596,Zebra Plant,HUMIDITY,"Your zebra plant requires a high humidity level of 60-70%. In lower humidity environments, the leaf edges will brown, new leaves may not develop properly, and the plant will not thrive. Group plants together to create a humid microclimate, place a humidifier nearby, or use a pebble tray to raise the humidity. Keep the plant away from air vents, which can be drying. A large humidity dome with a vent may be helpful."
597,Zebra Plant,LIGHT,"Your zebra plant thrives in bright, indirect light. It can tolerate a couple of hours of direct morning sunlight, but avoid long periods of direct sun and especially direct afternoon sun, which can cause the leaves to scorch. Zebra plants are not adaptable to low light."
598,Zebra Plant,TEMPERATURE,Your zebra plant prefers temperatures at 65°F and above to thrive. Avoid cold drafts and sudden temperature changes.
599,Zebra Plant,TOXICITY,Your zebra plant is considered to be non-toxic to pets and humans.
600,Zebra Plant,WATER,"Water your zebra plant when the top 25% of soil is dry. Water thoroughly, and be sure to empty the saucer of any excess water to prevent root rot. Avoid watering directly on the leaves, as water can funnel down the stems and cause crown rot."
